,Unit,vin,price,miles,year,,model,vehicle_type,body_type,fuel_type,engine,transmission,color,zip,state,city,seller_type,is_certified,dom,dom_180,msrp,seller_name
3505,1,4JGDA5HB7HA888037,52995,13861,2017,Mercedes-Benz,GLE-Class,SUV,SUV,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,Selenite Grey Metallic,28227,NC,Charlotte,dealer,1,179,164,52995,jaguar charlotte
3506,1,4JGDF6EE5HA809714,53471,29625,2017,Mercedes-Benz,GLS-Class,SUV,SUV,Premium Unleaded,3.0L V6 DOHC 24V TURBO,Automatic,Black,28211,NC,Charlotte,dealer,,41,18,53471,sonic automotive
3507,1,4S4BSACC0J3228722,26475,6548,2018,Subaru,Outback,SUV,SUV,Regular Unleaded,,,Dark Blue Pearl,28273,NC,Charlotte,dealer,1,80,40,26475,subaru south blvd
3508,1,4T1BF1FK0CU159888,10595,76320,2012,Toyota,Camry,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Magnetic Gray Metallic,28227,NC,Charlotte,dealer,,17,17,10595,land rover charlotte
3509,1,4T1BF1FK3CU566605,10482,92154,2012,Toyota,Camry,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Barcelona Red Metallic,28211,NC,Charlotte,dealer,,32,15,10482,sonic automotive
3510,1,4T1BF1FK3FU967110,14981,46137,2015,Toyota,Camry,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,,3,3,14981,sonic automotive
3511,1,4T1BF1FK6GU501446,16992,25269,2016,Toyota,Camry,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Celestial Silver,28211,NC,Charlotte,dealer,,20,20,16992,sonic automotive
3512,1,4T1BF3EK2AU053713,10311,43643,2010,Toyota,Camry,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Manual,Silver,28211,NC,Charlotte,dealer,,20,20,10311,sonic automotive
3513,1,4T3ZF13C41U400531,,141684,2001,Toyota,Sienna,Van,,Regular Unleaded,3.0L V6 DOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,18,18,,capital ford charlotte
3514,1,4T4BF1FK0DR290858,11481,53521,2013,Toyota,Camry,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Silver,28211,NC,Charlotte,dealer,,7,7,11481,sonic automotive
3515,1,4T4BF1FK5GR560395,15981,21506,2016,Toyota,Camry,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Silver,28211,NC,Charlotte,dealer,,59,16,15981,sonic automotive
3516,1,55SWF4JB1JU269903,38996,1713,2018,Mercedes-Benz,C-Class,Car,Sedan,Premium Unleaded,M274,Automatic,Polar White,28211,NC,Charlotte,dealer,,87,87,38996,sonic automotive
3517,1,55SWF4JB4JU237947,39695,8842,2018,Mercedes-Benz,C-Class,Car,Sedan,Gasoline,M274,Automatic,,28212,NC,Charlotte,dealer,,40,26,39695,hendrick kia charlotte
3518,1,55SWF4KB1FU030874,24993,34163,2015,Mercedes-Benz,C-Class,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Blue,28211,NC,Charlotte,dealer,1,37,37,24993,sonic automotive
3519,1,58ABK1GG8HU047698,36921,12089,2017,Lexus,ES 350,Car,Sedan,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28227,NC,Charlotte,dealer,,38,38,36921,hendrick acura
3520,1,5FNRL5H61GB052480,27481,35157,2016,Honda,Odyssey,Van,,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,White Diamond Pearl,28227,NC,Charlotte,dealer,1,4,2,27481,hendrick acura
3521,1,5FNRL5H92EB090906,,61435,2014,Honda,Odyssey,Van,,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,Modern Steel Metallic [Gray],28227,NC,Charlotte,dealer,,80,2,,land rover charlotte
3522,1,5FNYF3H23EB002715,19940,43014,2014,Honda,Pilot,SUV,SUV,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,Modern Steel,28227,NC,Charlotte,dealer,1,15,15,19940,hendrick acura
3523,1,5FNYF3H65DB034180,18482,81476,2013,Honda,Pilot,SUV,SUV,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,Maroon,28211,NC,Charlotte,dealer,,34,34,18482,sonic automotive
3524,1,5FNYF5H49GB012200,26995,37391,2016,Honda,Pilot,SUV,SUV,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,,28212,NC,Charlotte,dealer,,21,21,,hendrick kia charlotte
3525,1,5FNYF5H5XHB002155,33495,19707,2017,Honda,Pilot,SUV,SUV,Regular Unleaded,,Automatic,Black Forest Pearl,28269,NC,Charlotte,dealer,1,14,10,33495,mercedes-benz of northlake
3526,1,5GAKRCEDXBJ338340,14999,90760,2011,Buick,Enclave,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,Quicksilver Metallic,28212,NC,Charlotte,dealer,,34,21,14999,folger subaru of charlotte
3527,1,5GAKVCKD2HJ325879,38779,3846,2017,Buick,Enclave,SUV,SUV,Regular Unleaded,,,Summit White,28227,NC,Charlotte,dealer,,191,44,38779,land rover charlotte
3528,1,5J6RM4H53GL018353,18984,42504,2016,Honda,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,,47,47,18984,sonic automotive
3529,1,5J6RM4H77EL096990,,61806,2014,Honda,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28212,NC,Charlotte,dealer,,108,108,20992,hendrick lexus
3530,1,5J8TB3H51EL001626,18981,76774,2014,Acura,RDX,SUV,SUV,Premium Unleaded,2.3L L4 DOHC 16V,Automatic,Burgundy,28211,NC,Charlotte,dealer,,27,13,18981,sonic automotive
3531,1,5J8TB4H50FL023611,20996,42678,2015,Acura,RDX,SUV,SUV,Premium Unleaded,2.3L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,151,151,20996,honda scott clark
3532,1,5LTPW16586FJ03269,,,2006,Lincoln,Mark LT,Truck,Pickup,Regular Unleaded,5.4L V8 SOHC 24V,Automatic,,28205,NC,Charlotte,dealer,,105,99,,pty motors
3533,1,5N1AA0NC1FN622103,27824,55849,2015,Nissan,Armada,SUV,SUV,Regular Unleaded,5.6L V8 DOHC 32V,Automatic,Pearl White,28269,NC,Charlotte,dealer,,147,88,27824,audi northlake
3534,1,5N1AT2MV1FC857802,18994,33815,2015,Nissan,Rogue,SUV,SUV,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,,50,50,18994,sonic automotive
3535,1,5N1AT2MV1FC924592,,18856,2015,Nissan,Rogue,SUV,SUV,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28213,NC,Charlotte,dealer,,29,29,,capital ford charlotte
3536,1,5N1DL0MM7HC502029,40332,17054,2017,Infiniti,QX60,SUV,SUV,Premium Unleaded,,Automatic,,28273,NC,Charlotte,dealer,,43,41,40332,volkswagen of south charlotte
3537,1,5NMZU3LB1HH009523,18723,67244,2017,Hyundai,Santa Fe Sport,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,61,61,18723,south charlotte hyundai
3538,1,5NPDH4AE9EH510899,12599,41000,2014,Hyundai,Elantra,Car,Sedan,Regular Unleaded,1.8L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,8,8,,carmax independence boulevard
3539,1,5NPE24AF3GH417233,15695,53036,2016,Hyundai,Sonata,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,41,41,,drivetime south blvd
3540,1,5NPEC4AC4CH463702,11898,74502,2012,Hyundai,Sonata,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Pacific Blue,28273,NC,Charlotte,dealer,,15,5,11898,keith hawthorne lincoln of charlotte
3541,1,5TDYK3DC9FS644007,23981,40205,2015,Toyota,Sienna,Van,,Regular Unleaded,3.5L V6 EFI DOHC 24V,Automatic,Blue,28211,NC,Charlotte,dealer,,20,20,23981,sonic automotive
3542,1,5TDYK3EH6BS036644,17736,73602,2011,Toyota,Highlander,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28273,NC,Charlotte,dealer,,193,84,17736,hendrick charlotte
3543,1,5TDZA23C36S397702,6833,113556,2006,Toyota,Sienna,Van,,Regular Unleaded,3.3L V6 DOHC 24V,Automatic,,28273,NC,Charlotte,dealer,,9,9,6833,south charlotte nissan
3544,1,5TFHW5F18HX631581,41742,5828,2017,Toyota,Tundra,Truck,Pickup,Flex-Fuel,5.7L V8 DOHC 32V FFV,,Super White,28227,NC,Charlotte,dealer,1,96,21,41742,hendrick acura
3545,1,5TFJU4GN8FX077765,28769,17428,2015,Toyota,Tacoma,Truck,Pickup,Regular Unleaded,4.0L V6 DOHC 24V,Automatic,,28269,NC,Charlotte,dealer,,26,26,28769,hendrick lexus northlake
3546,1,5UXKR2C55F0H38470,38984,40946,2015,BMW,X5,SUV,SUV,Premium Unleaded,3.0L L6 DOHC 24V,Automatic,Black,28211,NC,Charlotte,dealer,,52,52,38984,sonic automotive
3547,1,5UXWX5C57BL712337,,,2011,BMW,X3,SUV,SUV,Premium Unleaded,3.0L L6 DOHC 24V,Automatic,,28205,NC,Charlotte,dealer,,1324,1324,,pty motors
3548,1,5UXWX9C57G0D86834,33981,17224,2016,BMW,X3,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Blue,28211,NC,Charlotte,dealer,1,7,7,33981,sonic automotive
3549,1,5UXXW3C50J0T82262,53393,4981,2018,BMW,X4,SUV,SUV,Gasoline,,,,28273,NC,Charlotte,dealer,,174,117,53393,south charlotte hyundai
3550,1,5UXZV4C50DL992635,,80351,2013,BMW,X5,SUV,SUV,Premium Unleaded,3.5L L6 DOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,33,25,,capital ford charlotte
3551,1,5XXGM4A76FG400531,13500,17415,2015,Kia,Optima,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Bright Silver,28213,NC,Charlotte,dealer,,53,53,14500,adams auto group
3552,1,5XYZTDLB4JG534858,21800,14925,2018,Hyundai,Santa Fe Sport,SUV,SUV,Gasoline,GDI THETA II,Automatic,Serrano Red,28212,NC,Charlotte,dealer,,26,26,21800,young ford
3553,1,JA32U2FU8DU021517,,84357,2013,Mitsubishi,Lancer,Car,Sedan,Regular Unleaded,2.0L L4 SOHC 16V,Automatic,,28212,NC,Charlotte,dealer,,8,8,,driven automotive
3554,1,JF1GH6D61BH804830,11990,89212,2011,Subaru,Impreza,SUV,Hatchback,Regular Unleaded,2.5L H4 SOHC 16V,Automatic,Obsidian Black Pearl Dark Gray Metallic,28201,NC,Charlotte,dealer,,190,2,11990,hendrickcars.com charlotte
3555,1,JF1GV7F66BG525682,17995,59942,2011,Subaru,Impreza,Car,Sedan,Premium Unleaded,2.5L H4 DOHC 16V TURBO,Manual,,28212,NC,Charlotte,dealer,,48,48,19995,montgomery mazda
3556,1,JF1VA1A63F9820692,21981,40268,2015,Subaru,WRX,Car,Sedan,Premium Unleaded,2.0L H4 DOHC 16V,Manual,Dark Gray,28211,NC,Charlotte,dealer,,72,15,21981,sonic automotive
3557,1,JF1VA1B65H9817634,23599,20530,2017,Subaru,WRX,Car,Sedan,Premium Unleaded,,Manual,,28213,NC,Charlotte,dealer,,85,84,23599,capital ford charlotte
3558,1,JH4KC2F90EC000084,32499,3094,2014,Acura,RLX,SUV,Sedan,Premium Unleaded,3.5L V6 SOHC 24V FFV,Automated Manual,Graphite Luster Metallic,28201,NC,Charlotte,dealer,,4,4,32499,hendrickcars.com charlotte
3559,1,JN1CV6FE5FM811205,33619,10988,2015,Infiniti,Q60 Convertible,Car,Convertible,Premium Unleaded,3.7L V6 DOHC 24V,Automatic,Black Obsidian,28273-6935,NC,Charlotte,dealer,,23,23,33619,hendrickcars.com charlotte
3560,1,JN8AE2KP1G9157123,17100,46292,2016,Nissan,Quest,Van,,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28227,NC,Charlotte,dealer,,98,98,19637,east charlotte nissan
3561,1,JN8AS5MV8FW751889,16045,26417,2015,Nissan,Rogue Select,SUV,SUV,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,1,56,56,16045,east charlotte nissan
3562,1,JNKCV64E48M110298,9995,149575,2008,Infiniti,G37,SUV,Coupe,Premium Unleaded,3.7L V6 DOHC 24V,Automatic,,28212,NC,Charlotte,dealer,,106,51,,driven automotive
3563,1,JTDKB20U267505460,8640,80669,2006,Toyota,Prius,Car,Hatchback,Regular Unleaded,1.5L L4 DOHC 16V HYBRID,Automatic,Classic Silver Metallic,28212,NC,Charlotte,dealer,,11,11,8640,hendrick motors of charlotte
3564,1,JTDKN3DU9C5405998,9981,92883,2012,Toyota,Prius,Car,Hatchback,Regular Unleaded,1.8L L4 DOHC 16V HYBRID,Automatic,Black,28211,NC,Charlotte,dealer,,2,2,9981,sonic automotive
3565,1,JTEBU11F770058781,13292,161231,2007,Toyota,FJ Cruiser,SUV,SUV,Premium Unleaded,4.0L V6 DOHC 24V,Manual,Red,28211,NC,Charlotte,dealer,,24,24,13292,sonic automotive
3566,1,JTEBU5JR1G5351161,33994,19197,2016,Toyota,4Runner,SUV,SUV,Regular Unleaded,4.0L V6 DOHC 24V,Automatic,Magnetic Gray Metallic,28227,NC,Charlotte,dealer,,39,32,33994,jaguar charlotte
3567,1,JTEZU5JRXF5109224,28981,25870,2015,Toyota,4Runner,SUV,SUV,Regular Unleaded,4.0L V6 DOHC 24V,Automatic,Classic Silver,28211,NC,Charlotte,dealer,1,85,64,28981,sonic automotive
3568,1,JTHBA1D22H5048331,30981,12170,2017,Lexus,IS 200t,Car,Sedan,,2.0L L4 DOHC 16V,,White,28211,NC,Charlotte,dealer,,11,9,30981,sonic automotive
3569,1,JTHBK1GG8G2215358,31991,13433,2016,Lexus,ES 350,Car,Sedan,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,Eminent White Pearl,28273-6935,NC,Charlotte,dealer,,36,36,31991,hendrickcars.com charlotte
3570,1,JTHCE1BL1D5006991,21981,51623,2013,Lexus,GS 350,Car,Sedan,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,Beige,28211,NC,Charlotte,dealer,1,2,2,21981,sonic automotive
3571,1,JTJBT20X970133050,,,2007,Lexus,GX 470,SUV,SUV,Regular Unleaded,4.7L V8 DOHC 32V,Automatic,,28212,NC,Charlotte,dealer,,37,3,,hendrick lexus
3572,1,JTJGA31U450050788,10729,126290,2005,Lexus,RX 330,SUV,SUV,Regular Unleaded,3.3L V6 DOHC 24V,Automatic,Savannah Metallic,28269,NC,Charlotte,dealer,,8,8,10729,audi northlake
3573,1,JTJYARBZ0F2015916,26459,18107,2015,Lexus,NX 200t,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Atomic Silver,28227,NC,Charlotte,dealer,1,79,79,26459,hendrick acura
3574,1,JTLZE4FE1DJ042040,10981,49633,2013,Scion,xB,Car,Wagon,Regular Unleaded,2.4L L4 DOHC 16V,Manual,Red,28211,NC,Charlotte,dealer,,88,13,10981,sonic automotive
3575,1,JTMZFREV0HJ112799,19449,38330,2017,Toyota,RAV4,SUV,SUV,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Super White,28273-6935,NC,Charlotte,dealer,,6,6,19449,hendrickcars.com charlotte
3576,1,KL5JJ56Z95K147326,,151483,2005,Suzuki,Forenza,Car,Sedan,Regular Unleaded,2.0L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,1,1,,keffer chrysler jeep dodge
3577,1,KL7CJLSB7GB748914,15981,21096,2016,Chevrolet,Trax,SUV,SUV,Regular Unleaded,1.4L L4 DOHC 16V,Automatic,Brown,28211,NC,Charlotte,dealer,1,77,10,15981,sonic automotive
3578,1,KM8SR4HF8GU131268,27193,47324,2016,Hyundai,Santa Fe,SUV,SUV,Regular Unleaded,3.3L V6 DOHC 24V,Automatic,Becketts Black,28201,NC,Charlotte,dealer,,14,14,27193,hendrickcars.com charlotte
3579,1,KMHCT4AE8GU159188,11998,31000,2016,Hyundai,Accent,Car,Sedan,Regular Unleaded,1.6L L4 DOHC 16V,Manual,,28227,NC,Charlotte,dealer,,72,18,,carmax independence boulevard
3580,1,KMHD74LF9HU077339,11342,37742,2017,Hyundai,Elantra,Car,Sedan,Regular Unleaded,1.8L L4 DOHC 16V,,Electric Blue,28211,NC,Charlotte,dealer,,33,33,11342,sonic automotive
3581,1,KMHDH4AE6DU989525,9981,53026,2013,Hyundai,Elantra,Car,Sedan,Regular Unleaded,1.8L L4 DOHC 16V,Automatic,Silver,28211,NC,Charlotte,dealer,,41,4,9981,sonic automotive
3582,1,KMHTC6AE3GU258741,14981,14265,2016,Hyundai,Veloster,Car,Hatchback,Regular Unleaded,1.6L L4 DOHC 16V TURBO,Automated Manual,Red,28211,NC,Charlotte,dealer,,40,18,14981,sonic automotive
3583,1,KNDJN2A22G7303364,11999,51836,2016,Kia,Soul,Car,Wagon,Regular Unleaded,1.6L L4 DOHC 16V,Automatic,Shadow Black,28227,NC,Charlotte,dealer,,8,3,12791,carolina volkswagen
3584,1,KNMAT2MV1HP508932,19400,15810,2017,Nissan,Rogue,SUV,SUV,,2.5L L4 DOHC 16V,,Brilliant Silver,28212,NC,Charlotte,dealer,,225,225,19400,young ford
3585,1,KNMAT2MV3HP516496,18070,42981,2017,Nissan,Rogue,SUV,SUV,,2.5L L4 DOHC 16V,,,28227,NC,Charlotte,dealer,1,59,59,18070,east charlotte nissan
3586,1,ML32F3FJ8HHF07580,11998,2000,2017,Mitsubishi,Mirage G4,Car,Sedan,Regular Unleaded,1.2L L3 DOHC,Automatic,,28227,NC,Charlotte,dealer,,126,75,,carmax independence boulevard
3587,1,NM0LS7BN2CT085108,1400,97684,2012,Ford,Transit Connect,Car,,Regular Unleaded,2.0L L4 DOHC 16V,Automatic,,28213,NC,Charlotte,dealer,,39,39,,crown auto sales and finance - north tryon
3588,1,SAJWA6AT8G8K28103,38998,49000,2016,Jaguar,F-TYPE,Car,Coupe,Premium Unleaded,5.0L V8 DOHC 32V,Automatic,,28227,NC,Charlotte,dealer,,16,16,,carmax independence boulevard
3589,1,SALGS2WFXEA194143,59981,37932,2014,Land Rover,Range Rover,SUV,SUV,Flex-Fuel,3.0L V6 DOHC 24V SUPERCHARGED FFV,Automatic,Black,28211,NC,Charlotte,dealer,,13,13,59981,sonic automotive
3590,1,SALVP2BG5HH207139,42988,9905,2017,Land Rover,Range Rover Evoque,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 24V TURBO,Automatic,Corris Grey Metallic,28273,NC,Charlotte,dealer,1,107,107,42988,hendrick automotive group - usa
3591,1,SALWR2FV5HA677400,67580,10446,2017,Land Rover,Range Rover Sport,SUV,SUV,Premium Unleaded,,,Black,28211,NC,Charlotte,dealer,1,1,1,67580,sonic automotive
3592,1,SALWR2TF8EA349011,58424,31206,2014,Land Rover,Range Rover Sport,SUV,SUV,Flex-Fuel,5.0L V8 DOHC 32V SUPERCHARGED,Automatic,Red,28211,NC,Charlotte,dealer,1,137,51,58424,sonic automotive
3593,1,WA18NAF49HA050254,40571,15003,2017,Audi,A4 allroad,Car,Wagon,Premium Unleaded,2.0L L4 DOHC 16V,Automated Manual,White,28211,NC,Charlotte,dealer,,20,20,40571,sonic automotive
3594,1,WA1CFAFP7FA045472,27982,30447,2015,Audi,Q5,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Black,28211,NC,Charlotte,dealer,,16,16,27982,sonic automotive
3595,1,WA1CMAFP3FA009476,28995,60661,2015,Audi,Q5,SUV,SUV,Diesel,3.0L V6 DOHC 24V DIESEL,Automatic,Mythos black metallic,28227,NC,Charlotte,dealer,,141,130,28995,carolina volkswagen
3596,1,WA1D7AFPXGA008791,30903,47946,2016,Audi,Q5,SUV,SUV,Premium Unleaded,3.0L V6 DOHC 24V,Automatic,Ibis White,28227,NC,Charlotte,dealer,,41,41,30903,hendrick bmw
3597,1,WA1LAAF71HD011785,48981,39508,2017,Audi,Q7,SUV,SUV,Premium Unleaded,3.0L V6 DOHC 24V TURBO,Automatic,White,28211,NC,Charlotte,dealer,,16,7,48981,sonic automotive
3598,1,WAU3MAFD7FN020420,42997,24946,2015,Audi,A8,Car,Sedan,Diesel,3.0L V6 DOHC 24V DIESEL,Automatic,Phantom Black Pearl Effect,28269,NC,Charlotte,dealer,,153,114,42997,audi northlake
3599,1,WAUAFAFLXCA113654,15998,41000,2012,Audi,A4,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V TURBO,Automatic,,28227,NC,Charlotte,dealer,,22,22,,carmax independence boulevard
3600,1,WAUFFAFLXDN006443,15691,70247,2013,Audi,A4,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V TURBO,Automatic,Ibis White,28273-6935,NC,Charlotte,dealer,,8,8,15691,hendrickcars.com charlotte
3601,1,WAUGNAF44HN056891,29481,8066,2017,Audi,A4,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V TURBO,Automatic,White,28211,NC,Charlotte,dealer,1,14,14,29481,sonic automotive
3602,1,WBA2F9C30HV664716,28981,10735,2017,BMW,2 Series,Car,Coupe,Premium Unleaded,,,Gray,28211,NC,Charlotte,dealer,1,18,18,28981,sonic automotive
3603,1,WBA3A9G52ENR97333,25998,48000,2014,BMW,3 Series,Car,Sedan,Premium Unleaded,3.0L L6 DOHC 24V,Automatic,,28227,NC,Charlotte,dealer,,38,38,,carmax independence boulevard
3604,1,WBA3B5C55DF592040,17330,42972,2013,BMW,3 Series,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Mojave Metallic,28212,NC,Charlotte,dealer,,83,26,17330,hiline garage
3605,1,WBA3B9C57EF588290,24993,54904,2014,BMW,3 Series,Car,Sedan,Premium Unleaded,3.0L L6 DOHC 24V,Automatic,Black,28211,NC,Charlotte,dealer,1,42,42,24993,sonic automotive
3606,1,WBA4A9C54GGL89671,31802,38752,2016,BMW,4 Series Gran Coupe,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Glacier Silver Metallic,28273-6935,NC,Charlotte,dealer,,13,12,31802,hendrickcars.com charlotte
3607,1,WBA5B1C52FD921504,30481,14881,2015,BMW,5 Series,Car,Sedan,Premium Unleaded,3.0L L6 DOHC 24V,Automatic,Black,28211,NC,Charlotte,dealer,,11,11,30481,sonic automotive
3608,1,WBA8B9G50HNU50360,27783,14299,2017,BMW,3 Series,Car,Sedan,,3.0L L6 DOHC 24V,,White,28211,NC,Charlotte,dealer,,341,202,27783,sonic automotive
3609,1,WBAKE3C53DE771934,13665,81061,2013,BMW,3 Series,Car,Coupe,Premium Unleaded,3.0L L6 DOHC 24V,Manual,,28273,NC,Charlotte,dealer,,184,89,13665,hendrick honda
3610,1,WBANU53548CT07645,8991,84599,2008,BMW,5 Series,Car,Sedan,Premium Unleaded,3.0L L6 DOHC 24V,Manual,Silver,28211,NC,Charlotte,dealer,,2,2,8991,sonic automotive
3611,1,WBANV93518CZ70269,11981,62147,2008,BMW,5 Series,Car,Sedan,Premium Unleaded,3.0L L6 DOHC 24V,Manual,Gray,28211,NC,Charlotte,dealer,,10,10,11981,sonic automotive
3612,1,WBAUP7C57BVK78832,10981,75587,2011,BMW,1 Series,Car,Coupe,Premium Unleaded,3.0L L6 DOHC 24V,Manual,White,28211,NC,Charlotte,dealer,,14,14,10981,sonic automotive
3613,1,WBAVM1C57FV317936,23981,19981,2015,BMW,X1,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Black,28211,NC,Charlotte,dealer,1,9,9,23981,sonic automotive
3614,1,WBAWL13517PX14362,11991,60542,2007,BMW,3 Series,Car,Convertible,Premium Unleaded,3.0L L6 DOHC 24V,Manual,Blue,28211,NC,Charlotte,dealer,,3,3,11991,sonic automotive
3615,1,WBSNB93577CX07948,17995,102928,2007,BMW,M5,Car,Sedan,Premium Unleaded,5.0L V10 DOHC 40V,Automated Manual,Silver Gray Metallic,28208,NC,Charlotte,dealer,,195,118,17995,inetwork auto group
3616,1,WBXHT3C30G5E56438,28996,22399,2016,BMW,X1,SUV,SUV,,2.0L L4 DOHC 16V,,,28273,NC,Charlotte,dealer,,33,33,28996,hendrick honda
3617,1,WBY1Z4C51FV501854,20981,30830,2015,BMW,i3,Car,Hatchback,Electric,ELECTRIC,Direct Drive,Gray,28211,NC,Charlotte,dealer,1,33,13,20981,sonic automotive
3618,1,WDCTG4GB0FJ033472,26477,31327,2015,Mercedes-Benz,GLA-Class,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 16V TURBO,Automated Manual,Cirrus White,28227,NC,Charlotte,dealer,1,206,61,26477,jaguar charlotte
3619,1,WDCTG4GB4FJ094503,24983,26987,2015,Mercedes-Benz,GLA-Class,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 16V TURBO,Automated Manual,Black,28211,NC,Charlotte,dealer,1,35,35,24983,sonic automotive
3620,1,WDDGF4HBXCA614021,16992,23533,2012,Mercedes-Benz,C-Class,SUV,Sedan,Premium Unleaded,3.0L V6 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,,23,23,16992,sonic automotive
3621,1,WDDLJ6FBXFA133380,37981,35774,2015,Mercedes-Benz,CLS-Class,Car,Sedan,Premium Unleaded,3.0L V6 DOHC 24V,Automatic,Gray,28211,NC,Charlotte,dealer,,2,2,37981,sonic automotive
3622,1,WDDNG9EB1CA420273,25583,57486,2012,Mercedes-Benz,S-Class,Car,Sedan,Premium Unleaded,5.5L V8 DOHC 32V,Automatic,Andorite Gray,28211,NC,Charlotte,dealer,,44,20,25583,sonic automotive
3623,1,WDDSJ4EB1GN310281,27981,12854,2016,Mercedes-Benz,CLA-Class,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automated Manual,Gray,28211,NC,Charlotte,dealer,1,33,13,27981,sonic automotive
3624,1,WDDWJ4JB8HF359335,19883,20004,2017,Mercedes-Benz,C-Class,Car,Coupe,Premium Unleaded,,,,28212,NC,Charlotte,dealer,,31,14,,rick hendrick city chevrolet
3625,1,WDDYJ7JA5JA014820,137982,1235,2018,Mercedes-Benz,AMG GT,Car,Coupe,Gasoline,M178,Automated Manual Transmission,White,28211,NC,Charlotte,dealer,1,37,37,137982,sonic automotive
3626,1,WP0AA29934S622682,26991,42918,2004,Porsche,911,Car,Coupe,Premium Unleaded,3.6L V6 DOHC 24V,Manual,Gray,28211,NC,Charlotte,dealer,,5,5,26991,sonic automotive
3627,1,WP1AA2A25CLA08495,24981,84288,2012,Porsche,Cayenne,SUV,SUV,Premium Unleaded,3.6L V6 DOHC 24V,Automatic,Silver,28211,NC,Charlotte,dealer,,154,19,24981,sonic automotive
3628,1,WVWRF7AJ1CW211991,18978,69773,2012,Volkswagen,Golf R,Car,Hatchback,Premium Unleaded,2.0L L4 SOHC 16V TURBO,Manual,,28273-6935,NC,Charlotte,dealer,,201,184,18978,hendrickcars charlotte
3629,1,YV4952DL3C2327149,10892,115685,2012,Volvo,XC60,SUV,SUV,Regular Unleaded,3.0L L6 DOHC 24V TURBO,Automatic,Electric Silver Metallic,28211,NC,Charlotte,dealer,,22,22,10892,sonic automotive
3630,1,19UUB1F30FA023222,21668,10723,2015,Acura,TLX,Car,Sedan,Premium Unleaded,2.5L L4 DOHC 16V,Automated Manual,,28273,NC,Charlotte,dealer,,28,28,21668,hendrick honda
